name,label
00001.png,angry
00002.png,sad
00003.png,happy
00004.png,surprised
00005.png,happy
00006.png,surprised
00007.png,neutral
00008.png,sad
00009.png,happy
00010.png,sad
00011.png,happy
00012.png,angry
00013.png,happy
00014.png,fearful
00015.png,surprised
00016.png,happy
00017.png,sad
00018.png,happy
00019.png,neutral
00020.png,happy
00021.png,happy
00022.png,angry
00023.png,neutral
00024.png,surprised
00025.png,fearful
00026.png,happy
00027.png,happy
00028.png,sad
00029.png,happy
00030.png,neutral
00031.png,happy
00032.png,sad
00033.png,sad
00034.png,sad
00035.png,surprised
00036.png,happy
00037.png,surprised
00038.png,neutral
00039.png,surprised
00040.png,sad
00041.png,happy
00042.png,surprised
00043.png,happy
00044.png,fearful
00045.png,fearful
00046.png,angry
00047.png,neutral
00048.png,fearful
00049.png,angry
00050.png,neutral
00051.png,neutral
00052.png,happy
00053.png,neutral
00054.png,sad
00055.png,happy
00056.png,happy
00057.png,surprised
00058.png,surprised
00059.png,surprised
00060.png,neutral
00061.png,neutral
00062.png,neutral
00063.png,fearful
00064.png,sad
00065.png,neutral
00066.png,happy
00067.png,sad
00068.png,sad
00069.png,surprised
00070.png,sad
00071.png,sad
00072.png,surprised
00073.png,happy
00074.png,happy
00075.png,happy
00076.png,happy
00077.png,neutral
00078.png,happy
00079.png,surprised
00080.png,surprised
00081.png,happy
00082.png,angry
00083.png,angry
00084.png,neutral
00085.png,neutral
00086.png,surprised
00087.png,neutral
00088.png,neutral
00089.png,happy
00090.png,surprised
00091.png,sad
00092.png,fearful
00093.png,neutral
00094.png,happy
00095.png,neutral
00096.png,surprised
00097.png,happy
00098.png,sad
00099.png,happy
00100.png,happy
00101.png,angry
00102.png,happy
00103.png,neutral
00104.png,happy
00105.png,neutral
00106.png,surprised
00107.png,happy
00108.png,neutral
00109.png,angry
00110.png,surprised
00111.png,surprised
00112.png,neutral
00113.png,sad
00114.png,surprised
00115.png,surprised
00116.png,happy
00117.png,neutral
00118.png,neutral
00119.png,neutral
00120.png,happy
00121.png,sad
00122.png,surprised
00123.png,surprised
00124.png,neutral
00125.png,surprised
00126.png,surprised
00127.png,happy
00128.png,sad
00129.png,sad
00130.png,happy
00131.png,surprised
00132.png,happy
00133.png,neutral
00134.png,happy
00135.png,surprised
00136.png,happy
00137.png,surprised
00138.png,surprised
00139.png,surprised
00140.png,surprised
00141.png,sad
00142.png,happy
00143.png,neutral
00144.png,happy
00145.png,sad
00146.png,neutral
00147.png,happy
00148.png,happy
00149.png,angry
00150.png,angry
00151.png,happy
00152.png,surprised
00153.png,happy
00154.png,neutral
00155.png,happy
00156.png,happy
00157.png,happy
00158.png,neutral
00159.png,fearful
00160.png,neutral
00161.png,fearful
00162.png,happy
00163.png,sad
00164.png,fearful
00165.png,happy
00166.png,fearful
00167.png,neutral
00168.png,surprised
00169.png,happy
00170.png,angry
00171.png,neutral
00172.png,fearful
00173.png,angry
00174.png,happy
00175.png,neutral
00176.png,neutral
00177.png,happy
00178.png,surprised
00179.png,angry
00180.png,angry
00181.png,sad
00182.png,sad
00183.png,happy
00184.png,surprised
00185.png,fearful
00186.png,happy
00187.png,surprised
00188.png,angry
00189.png,happy
00190.png,surprised
00191.png,neutral
00192.png,neutral
00193.png,angry
00194.png,happy
00195.png,neutral
00196.png,angry
00197.png,fearful
00198.png,surprised
00199.png,sad
00200.png,neutral
00201.png,angry
00202.png,happy
00203.png,angry
00204.png,sad
00205.png,surprised
00206.png,angry
00207.png,neutral
00208.png,happy
00209.png,happy
00210.png,happy
00211.png,happy
00212.png,surprised
00213.png,neutral
00214.png,neutral
00215.png,neutral
00216.png,neutral
00217.png,happy
00218.png,angry
00219.png,happy
00220.png,fearful
00221.png,neutral
00222.png,surprised
00223.png,angry
00224.png,neutral
00225.png,surprised
00226.png,happy
00227.png,happy
00228.png,surprised
00229.png,surprised
00230.png,sad
00231.png,happy
00232.png,happy
00233.png,happy
00234.png,happy
00235.png,happy
00236.png,angry
00237.png,happy
00238.png,sad
00239.png,neutral
00240.png,angry
00241.png,happy
00242.png,surprised
00243.png,neutral
00244.png,surprised
00245.png,surprised
00246.png,neutral
00247.png,happy
00248.png,neutral
00249.png,happy
00250.png,surprised
00251.png,happy
00252.png,surprised
00253.png,sad
00254.png,happy
00255.png,surprised
00256.png,sad
00257.png,neutral
00258.png,happy
00259.png,happy
00260.png,surprised
00261.png,surprised
00262.png,angry
00263.png,neutral
00264.png,sad
00265.png,sad
00266.png,neutral
00267.png,surprised
00268.png,happy
00269.png,happy
00270.png,happy
00271.png,happy
00272.png,neutral
00273.png,sad
00274.png,neutral
00275.png,angry
00276.png,surprised
00277.png,surprised
00278.png,surprised
00279.png,sad
00280.png,happy
00281.png,angry
00282.png,happy
00283.png,happy
00284.png,neutral
00285.png,happy
00286.png,happy
00287.png,sad
00288.png,surprised
00289.png,surprised
00290.png,surprised
00291.png,sad
00292.png,happy
00293.png,happy
00294.png,happy
00295.png,surprised
00296.png,happy
00297.png,happy
00298.png,happy
00299.png,angry
00300.png,happy
00301.png,happy
00302.png,neutral
00303.png,happy
00304.png,neutral
00305.png,surprised
00306.png,neutral
00307.png,neutral
00308.png,neutral
00309.png,happy
00310.png,surprised
00311.png,surprised
00312.png,happy
00313.png,happy
00314.png,happy
00315.png,neutral
00316.png,angry
00317.png,happy
00318.png,neutral
00319.png,neutral
00320.png,happy
00321.png,fearful
00322.png,happy
00323.png,happy
00324.png,fearful
00325.png,surprised
00326.png,happy
00327.png,happy
00328.png,fearful
00329.png,neutral
00330.png,happy
00331.png,happy
00332.png,happy
00333.png,sad
00334.png,happy
00335.png,neutral
00336.png,neutral
00337.png,happy
00338.png,sad
00339.png,surprised
00340.png,happy
00341.png,surprised
00342.png,surprised
00343.png,happy
00344.png,neutral
00345.png,surprised
00346.png,happy
00347.png,surprised
00348.png,fearful
00349.png,sad
00350.png,neutral
00351.png,neutral
00352.png,happy
00353.png,happy
00354.png,fearful
00355.png,neutral
00356.png,happy
00357.png,neutral
00358.png,happy
00359.png,happy
00360.png,happy
00361.png,sad
00362.png,happy
00363.png,neutral
00364.png,sad
00365.png,happy
00366.png,surprised
00367.png,neutral
00368.png,happy
00369.png,sad
00370.png,surprised
00371.png,surprised
00372.png,fearful
00373.png,surprised
00374.png,happy
00375.png,neutral
00376.png,happy
00377.png,happy
00378.png,happy
00379.png,happy
00380.png,neutral
00381.png,surprised
00382.png,happy
00383.png,neutral
00384.png,angry
00385.png,surprised
00386.png,neutral
00387.png,neutral
00388.png,happy
00389.png,sad
00390.png,happy
00391.png,happy
00392.png,neutral
00393.png,neutral
00394.png,surprised
00395.png,happy
00396.png,surprised
00397.png,neutral
00398.png,fearful
00399.png,fearful
00400.png,fearful
00401.png,surprised
00402.png,surprised
00403.png,happy
00404.png,neutral
00405.png,neutral
00406.png,happy
00407.png,neutral
00408.png,happy
00409.png,happy
00410.png,angry
00411.png,surprised
00412.png,fearful
00413.png,happy
00414.png,sad
00415.png,angry
00416.png,neutral
00417.png,neutral
00418.png,neutral
00419.png,sad
00420.png,neutral
00421.png,happy
00422.png,neutral
00423.png,happy
00424.png,happy
00425.png,sad
00426.png,happy
00427.png,neutral
00428.png,neutral
00429.png,neutral
00430.png,neutral
00431.png,happy
00432.png,neutral
00433.png,angry
00434.png,neutral
00435.png,angry
00436.png,happy
00437.png,happy
00438.png,surprised
00439.png,surprised
00440.png,surprised
00441.png,happy
00442.png,happy
00443.png,sad
00444.png,surprised
00445.png,happy
00446.png,angry
00447.png,neutral
00448.png,happy
00449.png,sad
00450.png,surprised
00451.png,surprised
00452.png,happy
00453.png,happy
00454.png,happy
00455.png,neutral
00456.png,surprised
00457.png,surprised
00458.png,surprised
00459.png,happy
00460.png,sad
00461.png,happy
00462.png,neutral
00463.png,neutral
00464.png,angry
00465.png,sad
00466.png,sad
00467.png,sad
00468.png,sad
00469.png,neutral
00470.png,happy
00471.png,surprised
00472.png,neutral
00473.png,surprised
00474.png,neutral
00475.png,neutral
00476.png,neutral
00477.png,neutral
00478.png,neutral
00479.png,happy
00480.png,neutral
00481.png,happy
00482.png,happy
00483.png,fearful
00484.png,happy
00485.png,surprised
00486.png,angry
00487.png,surprised
00488.png,fearful
00489.png,sad
00490.png,neutral
00491.png,angry
00492.png,happy
00493.png,sad
00494.png,happy
00495.png,surprised
00496.png,fearful
00497.png,happy
00498.png,sad
00499.png,fearful
00500.png,happy
00501.png,happy
00502.png,happy
00503.png,happy
00504.png,happy
00505.png,neutral
00506.png,happy
00507.png,neutral
00508.png,fearful
00509.png,happy
00510.png,surprised
00511.png,sad
00512.png,sad
00513.png,sad
00514.png,neutral
00515.png,happy
00516.png,neutral
00517.png,happy
00518.png,happy
00519.png,happy
00520.png,neutral
00521.png,sad
00522.png,happy
00523.png,angry
00524.png,angry
00525.png,happy
00526.png,happy
00527.png,happy
00528.png,angry
00529.png,happy
00530.png,surprised
00531.png,surprised
00532.png,angry
00533.png,happy
00534.png,happy
00535.png,neutral
00536.png,angry
00537.png,happy
00538.png,surprised
00539.png,happy
00540.png,surprised
00541.png,happy
00542.png,neutral
00543.png,angry
00544.png,neutral
00545.png,angry
00546.png,sad
00547.png,happy
00548.png,sad
00549.png,happy
00550.png,neutral
00551.png,happy
00552.png,sad
00553.png,sad
00554.png,happy
00555.png,happy
00556.png,angry
00557.png,neutral
00558.png,neutral
00559.png,fearful
00560.png,happy
00561.png,sad
00562.png,fearful
00563.png,surprised
00564.png,sad
00565.png,surprised
00566.png,sad
00567.png,angry
00568.png,angry
00569.png,fearful
00570.png,happy
00571.png,sad
00572.png,sad
00573.png,neutral
00574.png,neutral
00575.png,happy
00576.png,happy
00577.png,sad
00578.png,happy
00579.png,happy
00580.png,surprised
00581.png,happy
00582.png,surprised
00583.png,neutral
00584.png,surprised
00585.png,neutral
00586.png,angry
00587.png,happy
00588.png,sad
00589.png,happy
00590.png,happy
00591.png,angry
00592.png,fearful
00593.png,neutral
00594.png,fearful
00595.png,angry
00596.png,neutral
00597.png,surprised
00598.png,sad
00599.png,happy
00600.png,happy
00601.png,fearful
00602.png,fearful
00603.png,neutral
00604.png,surprised
00605.png,fearful
00606.png,surprised
00607.png,surprised
00608.png,happy
00609.png,happy
00610.png,happy
00611.png,neutral
00612.png,surprised
00613.png,happy
00614.png,neutral
00615.png,fearful
00616.png,neutral
00617.png,happy
00618.png,happy
00619.png,neutral
00620.png,happy
00621.png,happy
00622.png,happy
00623.png,neutral
00624.png,happy
00625.png,surprised
00626.png,neutral
00627.png,happy
00628.png,neutral
00629.png,happy
00630.png,fearful
00631.png,surprised
00632.png,neutral
00633.png,sad
00634.png,neutral
00635.png,happy
00636.png,neutral
00637.png,neutral
00638.png,neutral
00639.png,neutral
00640.png,happy
00641.png,fearful
00642.png,fearful
00643.png,surprised
00644.png,neutral
00645.png,fearful
00646.png,sad
00647.png,happy
00648.png,sad
00649.png,happy
00650.png,neutral
00651.png,surprised
00652.png,happy
00653.png,neutral
00654.png,happy
00655.png,fearful
00656.png,happy
00657.png,happy
00658.png,angry
00659.png,happy
00660.png,sad
00661.png,surprised
00662.png,happy
00663.png,neutral
00664.png,happy
00665.png,sad
00666.png,happy
00667.png,surprised
00668.png,surprised
00669.png,happy
00670.png,surprised
00671.png,happy
00672.png,happy
00673.png,happy
00674.png,happy
00675.png,happy
00676.png,sad
00677.png,happy
00678.png,happy
00679.png,happy
00680.png,happy
00681.png,happy
00682.png,sad
00683.png,angry
00684.png,happy
00685.png,happy
00686.png,neutral
00687.png,happy
00688.png,surprised
00689.png,sad
00690.png,happy
00691.png,neutral
00692.png,surprised
00693.png,neutral
00694.png,surprised
